conf_label;title;country;country_qid;location;location_qid;main_subject;start_time;end_time;series_label;series_short_name;WikiCFP_identifier;DBLP_identifier
Practical Aspects of Declarative Languages, 8th International Symposium, PADL 2006, Charleston, SC, USA, January 9-10, 2006;Practical Aspects of Declarative Languages, 8th International Symposium;United States of America;Q30;Charleston;Q47716;;2006-01-09T00:00:00.000000;2006-01-10T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages - 17th International Symposium, PADL 2015, Portland, OR, USA, June 18-19, 2015;Practical Aspects of Declarative Languages - 17th International Symposium;United States of America;Q30;Portland;Q6106;;2015-06-18T00:00:00.000000;2015-06-19T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages - 16th International Symposium, PADL 2014, San Diego, CA, USA, January 20-21, 2014;Practical Aspects of Declarative Languages - 16th International Symposium;United States of America;Q30;San Diego;Q16552;;2014-01-20T00:00:00.000000;2014-01-21T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages, 4th International Symposium, PADL 2002, Portland, OR, USA, January 19-20, 2002;Practical Aspects of Declarative Languages, 4th International Symposium;United States of America;Q30;Portland;Q6106;;2002-01-19T00:00:00.000000;2002-01-20T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages, Third International Symposium, PADL 2001, Las Vegas, Nevada, USA, March 11-12, 2001;Practical Aspects of Declarative Languages, Third International Symposium;United States of America;Q30;Las Vegas;Q23768;;2001-03-11T00:00:00.000000;2001-03-12T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages, 7th International Symposium, PADL 2005, Long Beach, CA, USA, January 10-11, 2005;Practical Aspects of Declarative Languages, 7th International Symposium;United States of America;Q30;Long Beach;Q16739;;2005-01-10T00:00:00.000000;2005-01-11T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Practical Aspects of Declarative Languages, 5th International Symposium, PADL 2003, New Orleans, LA, USA, January 13-14, 2003;Practical Aspects of Declarative Languages, 5th International Symposium;United States of America;Q30;New Orleans;Q34404;;2003-01-13T00:00:00.000000;2003-01-14T00:00:00.000000;International Symposium on Practical Aspects of Declarative Languages;PADL;;conf/padl
Privacy Enhancing Technologies - 12th International Symposium, PETS 2012, Vigo, Spain, July 11-13, 2012;Privacy Enhancing Technologies - 12th International Symposium;Spain;Q29;Vigo;Q8745;;2012-07-11T00:00:00.000000;2012-07-13T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Privacy Enhancing Technologies - 11th International Symposium, PETS 2011, Waterloo, ON, Canada, July 27-29, 2011;Privacy Enhancing Technologies - 11th International Symposium;Canada;Q16;Waterloo;Q639408;;2011-07-27T00:00:00.000000;2011-07-29T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Privacy Enhancing Technologies - 14th International Symposium, PETS 2014, Amsterdam, The Netherlands, July 16-18, 2014;Privacy Enhancing Technologies - 14th International Symposium;Netherlands;Q55;Amsterdam;Q727;;2014-07-16T00:00:00.000000;2014-07-18T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Privacy Enhancing Technologies, 7th International Symposium, PET 2007 Ottawa, Canada, June 20-22, 2007;Privacy Enhancing Technologies, 7th International Symposium;Canada;Q16;Ottawa;Q1930;;2007-06-20T00:00:00.000000;2007-06-22T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Privacy Enhancing Technologies, 10th International Symposium, PETS 2010, Berlin, Germany, July 21-23, 2010;Privacy Enhancing Technologies, 10th International Symposium;Germany;Q183;Berlin;Q64;;2010-07-21T00:00:00.000000;2010-07-23T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Privacy Enhancing Technologies, 9th International Symposium, PETS 2009, Seattle, WA, USA, August 5-7, 2009;Privacy Enhancing Technologies, 9th International Symposium;United States of America;Q30;Seattle;Q5083;;2009-08-05T00:00:00.000000;2009-08-07T00:00:00.000000;International Symposium on Privacy Enhancing Technologies;PETS;;conf/pet
Research in Attacks, Intrusions, and Defenses - 20th International Symposium, RAID 2017, Atlanta, GA, USA, September 18-20, 2017;Research in Attacks, Intrusions, and Defenses - 20th International Symposium;United States of America;Q30;Atlanta;Q23556;;2017-09-18T00:00:00.000000;2017-09-20T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Research in Attacks, Intrusions, and Defenses - 18th International Symposium, RAID 2015, Kyoto, Japan, November 2-4, 2015;Research in Attacks, Intrusions, and Defenses - 18th International Symposium;Japan;Q17;Kyoto;Q34600;;2015-11-02T00:00:00.000000;2015-11-04T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
International Symposium on Programming, 6th Colloquium, Toulouse, France, April 17-19, 1984;International Symposium on Programming, 6th Colloquium;France;Q142;Toulouse;Q7880;;1984-04-17T00:00:00.000000;1984-04-19T00:00:00.000000;International Symposium on Programming;;;conf/programm
Recent Advances in Intrusion Detection, 13th International Symposium, RAID 2010, Ottawa, Ontario, Canada, September 15-17, 2010;Recent Advances in Intrusion Detection, 13th International Symposium;Canada;Q16;Ottawa;Q1930;;2010-09-15T00:00:00.000000;2010-09-17T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Recent Advances in Intrusion Detection, 9th International Symposium, RAID 2006, Hamburg, Germany, September 20-22, 2006;Recent Advances in Intrusion Detection, 9th International Symposium;Germany;Q183;Hamburg;Q1055;;2006-09-20T00:00:00.000000;2006-09-22T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Research in Attacks, Intrusions, and Defenses - 15th International Symposium, RAID 2012, Amsterdam, The Netherlands, September 12-14, 2012;Research in Attacks, Intrusions, and Defenses - 15th International Symposium;Netherlands;Q55;Amsterdam;Q727;;2012-09-12T00:00:00.000000;2012-09-14T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Recent Advances in Intrusion Detection - 14th International Symposium, RAID 2011, Menlo Park, CA, USA, September 20-21, 2011;Recent Advances in Intrusion Detection - 14th International Symposium;United States of America;Q30;Menlo Park;Q74195;;2011-09-20T00:00:00.000000;2011-09-21T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Recent Advances in Intrusion Detection, 4th International Symposium, RAID 2001 Davis, CA, USA, October 10-12, 2001;Recent Advances in Intrusion Detection, 4th International Symposium;United States of America;Q30;Davis;Q668546;;2001-10-10T00:00:00.000000;2001-10-12T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Recent Advances in Intrusion Detection, 8th International Symposium, RAID 2005, Seattle, WA, USA, September 7-9, 2005;Recent Advances in Intrusion Detection, 8th International Symposium;United States of America;Q30;Seattle;Q5083;;2005-09-07T00:00:00.000000;2005-09-09T00:00:00.000000;International Symposium on Recent Advances in Intrusion Detection;RAID;;conf/raid
Search Based Software Engineering - Third International Symposium, SSBSE 2011, Szeged, Hungary, September 10-12, 2011;Search Based Software Engineering - Third International Symposium;Hungary;Q28;Szeged;Q81581;software engineering;2011-09-10T00:00:00.000000;2011-09-12T00:00:00.000000;International Symposium on Search Based Software Engineering;SSBSE;;conf/ssbse
2018 International Symposium on Security and Privacy in Social Networks and Big Data, SocialSec 2018, Santa Clara, CA, USA, December 10-11, 2018;2018 International Symposium on Security and Privacy in Social Networks and Big Data;United States of America;Q30;Santa Clara;Q159260;big data;2018-12-10T00:00:00.000000;2018-12-11T00:00:00.000000;International Symposium on Security and Privacy in Social Networks and Big Data;SocialSec;;conf/socialsec
Search Based Software Engineering - 8th International Symposium, SSBSE 2016, Raleigh, NC, USA, October 8-10, 2016;Search Based Software Engineering - 8th International Symposium;United States of America;Q30;Raleigh;Q41087;software engineering;2016-10-08T00:00:00.000000;2016-10-10T00:00:00.000000;International Symposium on Search Based Software Engineering;SSBSE;;conf/ssbse
Search-Based Software Engineering - 7th International Symposium, SSBSE 2015, Bergamo, Italy, September 5-7, 2015;Search-Based Software Engineering - 7th International Symposium;Italy;Q38;Bergamo;Q628;software engineering;2015-09-05T00:00:00.000000;2015-09-07T00:00:00.000000;International Symposium on Search Based Software Engineering;SSBSE;;conf/ssbse
Stabilization, Safety, and Security of Distributed Systems - 19th International Symposium, SSS 2017, Boston, MA, USA, November 5-8, 2017;Stabilization, Safety, and Security of Distributed Systems - 19th International Symposium;United States of America;Q30;Boston;Q100;;2017-11-05T00:00:00.000000;2017-11-08T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems - 18th International Symposium, SSS 2016, Lyon, France, November 7-10, 2016;Stabilization, Safety, and Security of Distributed Systems - 18th International Symposium;France;Q142;Lyon;Q456;;2016-11-07T00:00:00.000000;2016-11-10T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Security in Computing and Communications - 5th International Symposium, SSCC 2017, Manipal, India, September 13-16, 2017;Security in Computing and Communications - 5th International Symposium;India;Q668;Manipal;Q3764792;;2017-09-13T00:00:00.000000;2017-09-16T00:00:00.000000;International Symposium on Security in Computing and Communications;SSCC;;conf/sscc
Security in Computing and Communications - 4th International Symposium, SSCC 2016, Jaipur, India, September 21-24, 2016;Security in Computing and Communications - 4th International Symposium;India;Q668;Jaipur;Q66485;;2016-09-21T00:00:00.000000;2016-09-24T00:00:00.000000;International Symposium on Security in Computing and Communications;SSCC;;conf/sscc
Stabilization, Safety, and Security of Distributed Systems - 14th International Symposium, SSS 2012, Toronto, Canada, October 1-4, 2012;Stabilization, Safety, and Security of Distributed Systems - 14th International Symposium;Canada;Q16;Toronto;Q172;;2012-10-01T00:00:00.000000;2012-10-04T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems - 17th International Symposium, SSS 2015, Edmonton, AB, Canada, August 18-21, 2015;Stabilization, Safety, and Security of Distributed Systems - 17th International Symposium;Canada;Q16;Edmonton;Q2096;;2015-08-18T00:00:00.000000;2015-08-21T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems - 16th International Symposium, SSS 2014, Paderborn, Germany, September 28 - October 1, 2014;Stabilization, Safety, and Security of Distributed Systems - 16th International Symposium;Germany;Q183;Paderborn;Q2971;;2014-09-28T00:00:00.000000;2014-10-01T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems, 10th International Symposium, SSS 2008, Detroit, MI, USA, November 21-23, 2008;Stabilization, Safety, and Security of Distributed Systems, 10th International Symposium;United States of America;Q30;Detroit;Q12439;;2008-11-21T00:00:00.000000;2008-11-23T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems, 9th International Symposium, SSS 2007, Paris, France, November 14-16, 2007;Stabilization, Safety, and Security of Distributed Systems, 9th International Symposium;France;Q142;Paris;Q90;;2007-11-14T00:00:00.000000;2007-11-16T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Stabilization, Safety, and Security of Distributed Systems - 13th International Symposium, SSS 2011, Grenoble, France, October 10-12, 2011;Stabilization, Safety, and Security of Distributed Systems - 13th International Symposium;France;Q142;Grenoble;Q1289;;2011-10-10T00:00:00.000000;2011-10-12T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Self-Stabilizing Systems, 6th International Symposium, SSS 2003, San Francisco, CA, USA, June 24-25, 2003;Self-Stabilizing Systems, 6th International Symposium;United States of America;Q30;San Francisco;Q62;;2003-06-24T00:00:00.000000;2003-06-25T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Smart Graphics - 13th International Symposium, SG 2015, Chengdu, China, August 26-28, 2015;Smart Graphics - 13th International Symposium;People's Republic of China;Q148;Chengdu;Q30002;;2015-08-26T00:00:00.000000;2015-08-28T00:00:00.000000;International Symposium on Smart Graphics;SG;;conf/sg
Stabilization, Safety, and Security of Distributed Systems, 8th International Symposium, SSS 2006, Dallas, TX, USA, November 17-19, 2006;Stabilization, Safety, and Security of Distributed Systems, 8th International Symposium;United States of America;Q30;Dallas;Q16557;;2006-11-17T00:00:00.000000;2006-11-19T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Self-Stabilizing Systems, 7th International Symposium, SSS 2005, Barcelona, Spain, October 26-27, 2005;Self-Stabilizing Systems, 7th International Symposium;Spain;Q29;Barcelona;Q1492;;2005-10-26T00:00:00.000000;2005-10-27T00:00:00.000000;International Symposium on Self-Stabilizing Systems;SSS;;conf/sss
Advances in Spatial and Temporal Databases - 12th International Symposium, SSTD 2011, Minneapolis, MN, USA, August 24-26, 2011;Advances in Spatial and Temporal Databases - 12th International Symposium;United States of America;Q30;Minneapolis;Q36091;;2011-08-24T00:00:00.000000;2011-08-26T00:00:00.000000;International Symposium on Spatial and Temporal Databases;SSTD;2772;conf/ssd
Advances in Spatial and Temporal Databases, 10th International Symposium, SSTD 2007, Boston, MA, USA, July 16-18, 2007;Advances in Spatial and Temporal Databases, 10th International Symposium;United States of America;Q30;Boston;Q100;;2007-07-16T00:00:00.000000;2007-07-18T00:00:00.000000;International Symposium on Spatial and Temporal Databases;SSTD;2772;conf/ssd
Smart Graphics, 6th International Symposium, SG 2006, Vancouver, Canada, July 23-25, 2006;Smart Graphics, 6th International Symposium;Canada;Q16;Vancouver;Q24639;;2006-07-23T00:00:00.000000;2006-07-25T00:00:00.000000;International Symposium on Smart Graphics;SG;;conf/sg
Dependable Software Engineering: Theories, Tools, and Applications - First International Symposium, SETTA 2015, Nanjing, China, November 4-6, 2015;Dependable Software Engineering: Theories, Tools, and Applications - First International Symposium;People's Republic of China;Q148;Nanjing;Q16666;software engineering;2015-11-04T00:00:00.000000;2015-11-06T00:00:00.000000;International Symposium on Software Engineering: Theories, Tools, and Applications;SETTA;;conf/setta
Advances in Spatial Databases, 4th International Symposium, SSD'95, Portland, Maine, USA, August 6-9, 1995;Advances in Spatial Databases, 4th International Symposium;United States of America;Q30;Portland;Q49201;spatial database;1995-08-06T00:00:00.000000;1995-08-09T00:00:00.000000;International Symposium on Spatial and Temporal Databases;SSTD;2772;conf/ssd
VLSI Design and Test - 22nd International Symposium, VDAT 2018, Madurai, India, June 28-30, 2018;VLSI Design and Test - 22nd International Symposium;India;Q668;Madurai;Q228405;test;2018-06-28T00:00:00.000000;2018-06-30T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
VLSI Design and Test - 22nd International Symposium, VDAT 2018, Madurai, India, June 28-30, 2018;VLSI Design and Test - 22nd International Symposium;India;Q668;Madurai;Q228405;very-large-scale integration;2018-06-28T00:00:00.000000;2018-06-30T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
Advances in Spatial and Temporal Databases, 7th International Symposium, SSTD 2001, Redondo Beach, CA, USA, July 12-15, 2001;Advances in Spatial and Temporal Databases, 7th International Symposium;United States of America;Q30;Redondo Beach;Q840678;;2001-07-12T00:00:00.000000;2001-07-15T00:00:00.000000;International Symposium on Spatial and Temporal Databases;SSTD;2772;conf/ssd
Advances in Spatial Databases, 5th International Symposium, SSD'97, Berlin, Germany, July 15-18, 1997;Advances in Spatial Databases, 5th International Symposium;Germany;Q183;Berlin;Q64;spatial database;1997-07-15T00:00:00.000000;1997-07-18T00:00:00.000000;International Symposium on Spatial and Temporal Databases;SSTD;2772;conf/ssd
VLSI Design and Test - 21st International Symposium, VDAT 2017, Roorkee, India, June 29 - July 2, 2017;VLSI Design and Test - 21st International Symposium;India;Q668;Roorkee;Q1020718;test;2017-06-29T00:00:00.000000;2017-07-02T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
VLSI Design and Test - 21st International Symposium, VDAT 2017, Roorkee, India, June 29 - July 2, 2017;VLSI Design and Test - 21st International Symposium;India;Q668;Roorkee;Q1020718;very-large-scale integration;2017-06-29T00:00:00.000000;2017-07-02T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
VLSI Design and Test, 17th International Symposium, VDAT 2013, Jaipur, India, July 27-30, 2013;VLSI Design and Test, 17th International Symposium;India;Q668;Jaipur;Q66485;test;2013-07-27T00:00:00.000000;2013-07-30T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
VLSI Design and Test, 17th International Symposium, VDAT 2013, Jaipur, India, July 27-30, 2013;VLSI Design and Test, 17th International Symposium;India;Q668;Jaipur;Q66485;very-large-scale integration;2013-07-27T00:00:00.000000;2013-07-30T00:00:00.000000;International Symposium on VLSI Design and Test;VDAT;;conf/vdat
21st International Symposium on Wireless Personal Multimedia Communications, WPMC 2018, Chiang Rai, Thailand, November 25-28, 2018;21st International Symposium on Wireless Personal Multimedia Communications;Thailand;Q869;Chiang Rai;Q856772;;2018-11-25T00:00:00.000000;2018-11-28T00:00:00.000000;International Symposium on Wireless Personal Multimedia Communications;WPMC;3148;conf/wpmc
23rd International Symposium on Temporal Representation and Reasoning, TIME 2016, Kongens Lyngby, Denmark, October 17-19, 2016;23rd International Symposium on Temporal Representation and Reasoning;Denmark;Q35;Kongens Lyngby;Q2239;;2016-10-17T00:00:00.000000;2016-10-19T00:00:00.000000;International Symposium/Workshop on Temporal Representation and Reasoning;TIME;;conf/time
Advances in Visual Computing - 7th International Symposium, ISVC 2011, Las Vegas, NV, USA, September 26-28, 2011;Advances in Visual Computing - 7th International Symposium;United States of America;Q30;Las Vegas;Q23768;;2011-09-26T00:00:00.000000;2011-09-28T00:00:00.000000;International Symposium on Visual Computing;ISVC;1764;conf/isvc
Advances in Visual Computing, 5th International Symposium, ISVC 2009, Las Vegas, NV, USA, November 30 - December 2, 2009;Advances in Visual Computing, 5th International Symposium;United States of America;Q30;Las Vegas;Q23768;;2009-11-30T00:00:00.000000;2009-12-02T00:00:00.000000;International Symposium on Visual Computing;ISVC;1764;conf/isvc
Foundations of Intelligent Systems, 16th International Symposium, ISMIS 2006, Bari, Italy, September 27-29, 2006;Foundations of Intelligent Systems, 16th International Symposium;Italy;Q38;Bari;Q3519;;2006-09-27T00:00:00.000000;2006-09-29T00:00:00.000000;International Syposium on Methodologies for Intelligent Systems;ISMIS;1728;conf/ismis
Foundations of Intelligent Systems, 13th International Symposium, ISMIS 2002, Lyon, France, June 27-29, 2002;Foundations of Intelligent Systems, 13th International Symposium;France;Q142;Lyon;Q456;;2002-06-27T00:00:00.000000;2002-06-29T00:00:00.000000;International Syposium on Methodologies for Intelligent Systems;ISMIS;1728;conf/ismis
22nd International Symposium on Temporal Representation and Reasoning, TIME 2015, Kassel, Germany, September 23-25, 2015;22nd International Symposium on Temporal Representation and Reasoning;Germany;Q183;Kassel;Q2865;;2015-09-23T00:00:00.000000;2015-09-25T00:00:00.000000;International Symposium/Workshop on Temporal Representation and Reasoning;TIME;;conf/time
Foundations of Intelligent Systems - 24th International Symposium, ISMIS 2018, Limassol, Cyprus, October 29-31, 2018;Foundations of Intelligent Systems - 24th International Symposium;Cyprus;Q229;Limassol;Q185632;;2018-10-29T00:00:00.000000;2018-10-31T00:00:00.000000;International Syposium on Methodologies for Intelligent Systems;ISMIS;1728;conf/ismis
29th International Telecommunication Networks and Applications Conference, ITNAC 2019, Auckland, New Zealand, November 27-29, 2019;29th International Telecommunication Networks and Applications Conference;New Zealand;Q664;Auckland;Q37100;;2019-11-27T00:00:00.000000;2019-11-29T00:00:00.000000;International Telecommunication Networks and Applications Conference;ITNAC;;conf/itnac
28th International Telecommunication Networks and Applications Conference, ITNAC 2018, Sydney, Australia, November 21-23, 2018;28th International Telecommunication Networks and Applications Conference;Australia;Q408;Sydney;Q3130;;2018-11-21T00:00:00.000000;2018-11-23T00:00:00.000000;International Telecommunication Networks and Applications Conference;ITNAC;;conf/itnac
Bioinformatics and Biomedical Engineering - Third International Conference, IWBBIO 2015, Granada, Spain, April 15-17, 2015;Bioinformatics and Biomedical Engineering - Third International Conference;Spain;Q29;Granada;Q8810;biomedical engineering;2015-04-15T00:00:00.000000;2015-04-17T00:00:00.000000;International Work-Conference on Bioinformatics and Biomedical Engineering;IWBBIO;;conf/iwbbio
Advances in Speech and Language Technologies for Iberian Languages - Second International Conference, IberSPEECH 2014, Las Palmas de Gran Canaria, Spain, November 19-21, 2014;Advances in Speech and Language Technologies for Iberian Languages - Second International Conference;Spain;Q29;Las Palmas de Gran Canaria;Q11974;;2014-11-19T00:00:00.000000;2014-11-21T00:00:00.000000;IberSPEECH Conference;IberSPEECH;;conf/iberspeech
Pattern Recognition and Image Analysis - 9th Iberian Conference, IbPRIA 2019, Madrid, Spain, July 1-4, 2019;Pattern Recognition and Image Analysis - 9th Iberian Conference;Spain;Q29;Madrid;Q2807;pattern recognition;2019-07-01T00:00:00.000000;2019-07-04T00:00:00.000000;Iberian Conference on Pattern Recognition and Image Analysis;IbPRIA;1262;conf/ibpria
PICS 2002: IS&T's PICS Conference, An International Technical Conference on Digital Image Capture and Associated System, Reproduction and Image Quality Technologies, April 2002, Portland, Oregon, USA;2002 International Technical Conference on Digital Image Capture and Associated System, Reproduction and Image Quality Technologies;United States of America;Q30;Portland;Q6106;;;;Image Processing, Image Quality, Image Capture Systems Conference;PICS;;conf/pics
Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications - 17th Iberoamerican Congress, CIARP 2012, Buenos Aires, Argentina, September 3-6, 2012;Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications - 17th Iberoamerican Congress;Argentina;Q414;Buenos Aires;Q1486;computer vision;2012-09-03T00:00:00.000000;2012-09-06T00:00:00.000000;Iberoamerican Congress on Pattern Recognition;CIARP;444;conf/ciarp
Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications - 17th Iberoamerican Congress, CIARP 2012, Buenos Aires, Argentina, September 3-6, 2012;Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications - 17th Iberoamerican Congress;Argentina;Q414;Buenos Aires;Q1486;pattern recognition;2012-09-03T00:00:00.000000;2012-09-06T00:00:00.000000;Iberoamerican Congress on Pattern Recognition;CIARP;444;conf/ciarp
PICS 1998: IS&T's 1998 Image Processing, Image Quality, Image Capture, Systems Conference, Portland, Oregon, USA, May 17-20, 1998;1998 Image Processing, Image Quality, Image Capture, Systems Conference;United States of America;Q30;Portland;Q6106;;1998-05-17T00:00:00.000000;1998-05-20T00:00:00.000000;Image Processing, Image Quality, Image Capture Systems Conference;PICS;;conf/pics
35th International Conference on Image and Vision Computing New Zealand, IVCNZ 2020, Wellington, New Zealand, November 25-27, 2020;35th International Conference on Image and Vision Computing New Zealand;New Zealand;Q664;Wellington;Q23661;;2020-11-25T00:00:00.000000;2020-11-27T00:00:00.000000;Image and Vision Computing New Zealand;IVCNZ;1807;conf/ivcnz
2018 International Conference on Image and Vision Computing New Zealand, IVCNZ 2018, Auckland, New Zealand, November 19-21, 2018;2018 International Conference on Image and Vision Computing New Zealand;New Zealand;Q664;Auckland;Q37100;;2018-11-19T00:00:00.000000;2018-11-21T00:00:00.000000;Image and Vision Computing New Zealand;IVCNZ;1807;conf/ivcnz
ICVGIP 2018: 11th Indian Conference on Computer Vision, Graphics and Image Processing, Hyderabad, India, 18-22 December, 2018;ICVGIP 2018: 11th Indian Conference on Computer Vision, Graphics and Image Processing;India;Q668;Hyderabad;Q1361;computer vision;2018-12-18T00:00:00.000000;2018-12-22T00:00:00.000000;Indian Conference on Computer Vision, Graphics & Image Processing;ICVGIP;;conf/icvgip
2019 International Conference on Image and Vision Computing New Zealand, IVCNZ 2019, Dunedin, New Zealand, December 2-4, 2019;2019 International Conference on Image and Vision Computing New Zealand;New Zealand;Q664;Dunedin;Q133073;;2019-12-02T00:00:00.000000;2019-12-04T00:00:00.000000;Image and Vision Computing New Zealand;IVCNZ;1807;conf/ivcnz
Logic and Its Applications - 7th Indian Conference, ICLA 2017, Kanpur, India, January 5-7, 2017;Logic and Its Applications - 7th Indian Conference;India;Q668;Kanpur;Q66568;mathematical logic;2017-01-05T00:00:00.000000;2017-01-07T00:00:00.000000;Indian Conference on Logic and Its Applications;ICLA;;conf/icla
Logic and Its Applications - 6th Indian Conference, ICLA 2015, Mumbai, India, January 8-10, 2015;Logic and Its Applications - 6th Indian Conference;India;Q668;Mumbai;Q1156;mathematical logic;2015-01-08T00:00:00.000000;2015-01-10T00:00:00.000000;Indian Conference on Logic and Its Applications;ICLA;;conf/icla
Computer Vision, Graphics and Image Processing, 5th Indian Conference, ICVGIP 2006, Madurai, India, December 13-16, 2006;Computer Vision, Graphics and Image Processing, 5th Indian Conference;India;Q668;Madurai;Q228405;computer vision;2006-12-13T00:00:00.000000;2006-12-16T00:00:00.000000;Indian Conference on Computer Vision, Graphics & Image Processing;ICVGIP;;conf/icvgip
2015 International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2015, Amsterdam, Netherlands, October 4-9, 2015;2015 International Conference on Hardware/Software Codesign and System Synthesis;Netherlands;Q55;Amsterdam;Q727;;2015-10-04T00:00:00.000000;2015-10-09T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2013, Montreal, QC, Canada, September 29 - October 4, 2013;International Conference on Hardware/Software Codesign and System Synthesis;Canada;Q16;Montreal;Q340;;2013-09-29T00:00:00.000000;2013-10-04T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
8th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2010, part of ESWeek '10 Sixth Embedded Systems Week, Scottsdale, AZ, USA, October 24-28, 2010;8th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2010, part of ESWeek '10 Sixth Embedded Systems Week;United States of America;Q30;Scottsdale;Q49221;embedded system;2010-10-24T00:00:00.000000;2010-10-28T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
10th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2012, part of ESWeek '12 Eighth Embedded Systems Week, Tampere, Finland, October 7-12, 2012;10th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2012, part of ESWeek '12 Eighth Embedded Systems Week;Finland;Q33;Tampere;Q40840;embedded system;2012-10-07T00:00:00.000000;2012-10-12T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
5th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2007, Salzburg, Austria, September 30 - October 3, 2007;5th International Conference on Hardware/Software Codesign and System Synthesis;Austria;Q40;Salzburg;Q34713;;2007-09-30T00:00:00.000000;2007-10-03T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
7th International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2009, Grenoble, France, October 11-16, 2009;7th International Conference on Hardware/Software Codesign and System Synthesis;France;Q142;Grenoble;Q1289;;2009-10-11T00:00:00.000000;2009-10-16T00:00:00.000000;International Conference on Hardware/Software Codesign and System Synthesis;CODES+ISSS;;conf/codesisss
